Country,Year,"Population ages 00-04, female (% of female population)","Population ages 00-04, male (% of male population)","Population ages 05-09, female (% of female population)","Population ages 05-09, male (% of male population)","Population ages 10-14, female (% of female population)","Population ages 10-14, male (% of male population)","Population ages 15-19, female (% of female population)","Population ages 15-19, male (% of male population)","Population ages 20-24, female (% of female population)","Population ages 20-24, male (% of male population)","Population ages 25-29, female (% of female population)","Population ages 25-29, male (% of male population)","Population ages 30-34, female (% of female population)","Population ages 30-34, male (% of male population)","Population ages 35-39, female (% of female population)","Population ages 35-39, male (% of male population)","Population ages 40-44, female (% of female population)","Population ages 40-44, male (% of male population)","Population ages 45-49, female (% of female population)","Population ages 45-49, male (% of male population)","Population ages 50-54, female (% of female population)","Population ages 50-54, male (% of male population)","Population ages 55-59, female (% of female population)","Population ages 55-59, male (% of male population)","Population ages 60-64, female (% of female population)","Population ages 60-64, male (% of male population)","Population ages 65-69, female (% of female population)","Population ages 65-69, male (% of male population)","Population ages 70-74, female (% of female population)","Population ages 70-74, male (% of male population)","Population ages 75-79, female (% of female population)","Population ages 75-79, male (% of male population)","Population ages 80 and above, female (% of female population)","Population ages 80 and above, male (% of male population)"
Burundi,2012-01-01,19.2427120065616,19.7972175270385,14.6606067281784,15.0066634797925,11.0251999455018,11.2669432356844,9.92346283124105,10.1027586589944,9.77671829327242,9.89350282640154,8.93490957277494,8.95346425210284,7.029445705583,6.98163480462294,4.80096785851593,4.76677099403167,3.53898303850405,3.49515049324589,2.67431502273438,2.59399123427554,2.25436144733325,2.11606315451699,1.97817867856887,1.78864429280401,1.52120518250568,1.29328080315,1.09624481455599,0.855324327992211,0.764087116571987,0.568619003215968,0.454930320114086,0.319288519864569,0.323671437482508,0.200682392266015
Burundi,2011-01-01,19.1937124720665,19.755242813347,14.3511677265479,14.6970301547211,11.0535689487644,11.2999673605818,10.2597105278977,10.4531902040733,10.0241565372097,10.1526640429815,9.04426994914623,9.05924353449012,6.78115241323451,6.74151375127738,4.68013271957199,4.65454550891859,3.46868227377674,3.42393477584751,2.675661676103,2.58870317268816,2.30075674285342,2.15248204832001,2.01868261937881,1.8192737473128,1.48925167098599,1.24746446404708,1.10916270673025,0.862124945743376,0.768189612793728,0.571061652614059,0.455346432559317,0.318597461986185,0.326394970379808,0.202960361050066
Burundi,2010-01-01,19.0147644354362,19.5781784588377,14.0409135741819,14.3889670425349,11.2454689737554,11.5010895624545,10.5667137866284,10.7721976345168,10.2777041245962,10.416686503398,9.07642163744307,9.08972542937574,6.54469699804091,6.51571855210093,4.57603692383104,4.55724083504261,3.415964069538,3.36966093914726,2.69017567774935,2.59601734531169,2.35573781780896,2.19732672458328,2.06242283360689,1.85266582418685,1.45307334392855,1.19661437372136,1.11970910337057,0.86783023950445,0.772073316274714,0.573246475391123,0.457069051619945,0.318919281590724,0.331054332189766,0.207914778302107
Burundi,2009-01-01,18.9154541637617,19.4863481706134,13.901218940337,14.261479793082,11.4159121280878,11.6883213379616,11.051812033951,11.2923248854322,10.4012698757369,10.5608883583498,8.89739793357865,8.91379202854694,6.25302730603067,6.23274430568618,4.44936901998814,4.42809226163559,3.34783563163473,3.29271822325544,2.71571425797116,2.60595595661256,2.41334991279655,2.23840335493479,2.06973754697612,1.84248817055072,1.46223778916061,1.18537716720375,1.13476348428118,0.874201438887341,0.778828953702845,0.574577396937189,0.46100795761993,0.318501471127576,0.331063064384958,0.203785679182851
Burundi,2008-01-01,18.8517161425415,19.434841553522,13.8543037121295,14.2309221073135,11.7224186217126,12.0193522901,11.4935136424741,11.7797404017129,10.4456972192523,10.627479049238,8.59559093426427,8.61671435925943,5.91525333464523,5.90217224970678,4.33462683950883,4.30527708394141,3.28049373741291,3.21213645703927,2.75579146314582,2.62616047494098,2.47329621020761,2.27911191552129,2.04118283573268,1.79118564616741,1.50568608565799,1.20787419129154,1.15166548970262,0.881371825729164,0.78603844409572,0.57491452734465,0.465380420492596,0.3173720819149,0.32734486702376,0.193373785256706
Burundi,2007-01-01,18.6327947513436,19.2244225579016,13.7738557484958,14.1602069620173,12.2105968404306,12.5383622286418,11.7061192129005,12.0218619623697,10.5421524196398,10.7295344845581,8.30272935204282,8.3271729909521,5.68673244978663,5.68178328244706,4.2505815108763,4.21651595332217,3.2599302012862,3.18143825654813,2.80820076443842,2.6640459565577,2.53226132562843,2.32393898642286,2.01206617970545,1.74090574809962,1.53214717466416,1.22062071019392,1.1642652271542,0.888452840152528,0.790277819572339,0.574928474824961,0.468789907761544,0.316990553490356,0.326499114273073,0.188818051500165
Burundi,2006-01-01,18.3202313998785,18.9201698518856,13.8332231478263,14.2301947825613,12.5738982050936,12.9315032759625,11.9285652403058,12.2684930731294,10.6406840302524,10.8253790495813,7.98032286244414,8.00929870420541,5.53450112781141,5.536377264737,4.16438044631834,4.1265447078169,3.2654575139468,3.17769221072142,2.87245107918195,2.71610366621282,2.59033062871747,2.36984942517378,1.97332187129026,1.68085957192044,1.55441496652664,1.23317357964793,1.17449413507127,0.894856095356428,0.794263890335683,0.575401636268227,0.472409617802403,0.31721893927098,0.327049837197046,0.186884165548576
Burundi,2005-01-01,17.9878796328793,18.596496474485,14.0728926111648,14.4878699266666,12.8596539586842,13.2439497784387,12.1391307460097,12.4992849653978,10.6293199741663,10.8114329265992,7.66108806056498,7.69735263668409,5.39476263813634,5.40095642479681,4.09415627255308,4.05178043958887,3.28331391531822,3.18559060897902,2.94421981513622,2.77571974319935,2.64966428468787,2.41659061350586,1.92673719118812,1.61191090579692,1.57145696011641,1.24253466151668,1.18270936600047,0.899482664749116,0.799223599913033,0.576540801829172,0.476556018703261,0.317880035232516,0.32723495477766,0.184626392534175
Burundi,2004-01-01,17.7171036822048,18.3381932793875,14.1762148034729,14.6083383884084,13.402433104178,13.8247174867045,12.3231941296358,12.7011163799101,10.4564476845206,10.6388309238702,7.33755355786257,7.38419344147277,5.26252442003076,5.26892405736678,4.02050139923919,3.97192877307881,3.31825714560744,3.20764985371736,3.01270291738429,2.8308657588089,2.64932316435122,2.39918917498469,1.93281297286217,1.59596991709297,1.58750802459004,1.25133225380954,1.19023628132706,0.902279263187265,0.805817732560757,0.578165750533721,0.481565430446974,0.318601474975705,0.32580354972545,0.179703822690709
Burundi,2003-01-01,17.5070438884678,18.1407823165876,14.4128905313934,14.866970327677,13.9224617722153,14.3858319006166,12.4655419814603,12.8597371295101,10.1646485583805,10.3515904634903,6.97623668154843,7.03528506231578,5.15249738386276,5.15616809701691,3.94970637774321,3.89278407726139,3.36829465779316,3.24292920269165,3.0781634572893,2.88261523953091,2.59737461074004,2.32455086844525,1.98069316574731,1.6249403938561,1.60370218617703,1.26072171059871,1.19750413898484,0.903957492980378,0.813459214406023,0.579895306171469,0.487153200192396,0.319240449113806,0.322628193598179,0.171999962136048
Burundi,2002-01-01,17.3204348009059,17.9569054180164,14.9064054241644,15.3927805383326,14.1050087219796,14.5949221670111,12.5628809383107,12.9611867209983,9.81739855623528,10.0088282788307,6.71645772047819,6.78801809262761,5.06174142042312,5.06396914041697,3.92850644027652,3.86439507204315,3.42984511447635,3.29377861327314,3.14269846133967,2.93722730359752,2.54943788723604,2.25365407071906,2.0084113905556,1.64043834190815,1.61638167358873,1.2701147951082,1.20206541692129,0.905043631424397,0.820008333743303,0.581854115669691,0.492156145661504,0.320288490196366,0.320161553703744,0.166595209826598
Burundi,2001-01-01,17.3241941071461,17.9599055937049,15.2486728540729,15.7603482252961,14.2658399052054,14.7754992169454,12.6173697297689,13.0138776248663,9.41005343318171,9.61121794046272,6.53621844686374,6.62131881096314,4.95965470287867,4.96192149602693,3.93436344374525,3.86429440591817,3.50289438621005,3.35896818970213,3.20481785278255,2.99150104627152,2.49055237850327,2.17102126277529,2.03080824961769,1.65551816353748,1.62613652532889,1.27862798027192,1.2065503102793,0.907030404380331,0.826969664931264,0.584872377489489,0.496855160032943,0.321498414102396,0.318048849451394,0.162578847285819
Burundi,2000-01-01,17.5225736982766,18.1602756287552,15.4606333564218,15.9878105858946,14.3855994263904,14.9061586745888,12.5429004883551,12.9359167008401,9.03124373473305,9.24655323176132,6.39029123302952,6.48760908735087,4.8888756340216,4.89234922185175,3.96058557644204,3.88606404514083,3.58555957851188,3.43618211861832,3.26679216458298,3.04728912408591,2.42211707156816,2.07917838183869,2.04517050582447,1.66692347064376,1.63217035405277,1.28488931587582,1.21222180653293,0.910760537456108,0.835212783299367,0.589779716929565,0.501642944271056,0.32296118975431,0.316409643686266,0.159298968614046
Burundi,1999-01-01,17.4749571545388,18.1115510765713,15.904397738448,16.4602890448162,14.4476201887686,14.9720362979175,12.327510769523,12.7107467790956,8.73188588225322,8.95495894690545,6.31870968399839,6.42009718101427,4.85485761412763,4.85872199931759,4.02790356472963,3.94900593591786,3.66971614603084,3.51773313549132,3.25295679890071,3.02390605616145,2.41845022119029,2.05957415755526,2.05420803295834,1.67773994644591,1.63348121842358,1.28844392697552,1.21770975474359,0.915649351545843,0.843588732010164,0.596122883821287,0.506019396932208,0.324818763522473,0.316027102423119,0.158604516925156
Burundi,1998-01-01,17.6140813873262,18.2637653099878,16.3522499849126,16.9457132034177,14.5326402356576,15.0634622669304,12.0164314386235,12.3967001978198,8.3718457069319,8.60403215623553,6.23641111544252,6.33758996590766,4.79553672933796,4.7951176396313,4.09378348798632,4.00602718969654,3.73977520539298,3.58230565259481,3.17411877154037,2.92488741108632,2.46527035865684,2.0941285407635,2.06454811912711,1.6885222442022,1.63639121634075,1.29099709583737,1.22674700249391,0.921654951807736,0.854699042396504,0.603476577297024,0.511276429513956,0.326141672629319,0.314193768318999,0.155477924155057
Burundi,1997-01-01,18.075453240795,18.7519322364464,16.407414803756,17.0211116025459,14.5427319485375,15.0677556616887,11.6191664177322,11.9908803586643,8.13271537764002,8.37086861684296,6.18574291417192,6.2851855753338,4.80453019827592,4.80006135118786,4.17902616819511,4.08656213403313,3.81285153346428,3.65399851563066,3.10643686494702,2.836994903528,2.48973830475765,2.11392243055015,2.07282422653916,1.70139745516096,1.63800015484336,1.2944826135606,1.23612183181685,0.929429320720883,0.866325324564636,0.612654059935444,0.517013995380617,0.328750408750573,0.313906694582775,0.154012755419784
Burundi,1996-01-01,18.1505031455519,18.8279419462452,16.218655275335,16.8292664121111,14.3317059211931,14.8223665103751,11.229691513168,11.5627926182874,8.23237944872921,8.45614056129595,6.35193664479116,6.44639639909772,5.00005145486131,5.00053544059907,4.36056711888297,4.27934407241556,3.91727518956137,3.77318564882122,3.04136406505355,2.76532366741685,2.50701362956284,2.14657707817347,2.0700290703368,1.71764203954036,1.63100291500088,1.30061519983071,1.23878408511099,0.939788205400154,0.872790636144749,0.624092428184565,0.521171351659453,0.336085355228427,0.325078535056861,0.171906416977151
Burundi,1995-01-01,18.096684102281,18.7665556407377,16.0379993391737,16.6409436524717,14.0529646823014,14.5069751807304,10.9525906068068,11.2508576954223,8.37876998348266,8.58914646912031,6.53687010945787,6.62884901255647,5.2002152747134,5.20655155154041,4.540766362712,4.47178034366723,4.01771452667858,3.88829915936859,2.9712789478689,2.68785948504541,2.51771178844795,2.17533991452071,2.06683307364397,1.73289151280948,1.62949615394764,1.31124870007879,1.2465421540648,0.954916600411283,0.881942597060734,0.637781202946619,0.527416409701701,0.34631459386206,0.34420388765687,0.2036892847107
Burundi,1994-01-01,19.1498438394903,19.9060127243639,16.6684243783995,17.3262779160122,14.2870624376181,14.7747239983951,10.5448970928739,10.9083167124333,7.76337549670028,8.02454504609797,5.9617591179022,6.06080300246637,4.9134527978692,4.89622951332985,4.44568433058385,4.34602856974334,3.92435700762694,3.75359269947447,2.93719792814204,2.60176250718176,2.53811226689705,2.16756197429349,2.09714083390892,1.73915053911428,1.67175111928677,1.3288891995826,1.29414534098698,0.979085701219934,0.918793189750293,0.653549080989841,0.546663020955386,0.350750143271066,0.337339801008252,0.182720672030502
Burundi,1993-01-01,19.5045929754119,20.281866008767,16.5796380480727,17.2285189185509,13.8480072491678,14.3169138457827,10.1919375497721,10.5500794644846,7.82343806694997,8.07980749149759,6.04716527893695,6.14599171548658,5.09380833303672,5.07879000198959,4.58259820757702,4.49302427569994,3.8545647214367,3.67174789102924,3.00149123613222,2.6672904486856,2.55024222626095,2.19299281204705,2.09844425165748,1.74982936596621,1.68277169814094,1.3436572186021,1.31317676505,0.999003010370559,0.934426516909088,0.667344260866812,0.55620752496063,0.361383573410706,0.337489350526909,0.171759696762868
Burundi,1992-01-01,18.9247176521939,19.6602900064319,15.9530153501065,16.5434249005327,12.9909306514221,13.3991943558208,10.15473198088,10.4486092271943,8.42428340282809,8.63338024551416,6.67732546278502,6.77061995543697,5.59554223225089,5.60342296177896,4.87698210920043,4.82574565956191,3.87405979783489,3.70816731869645,3.06426102004199,2.76939302147701,2.55495663163756,2.24212628928895,2.07944243272906,1.7657695331212,1.67020569327834,1.35693306134175,1.3095541375067,1.01554611651344,0.933336122038301,0.68045658359036,0.558506744494394,0.3779685398283,0.358148578771944,0.198952223870871
Burundi,1991-01-01,19.1130110440049,19.8859075887804,16.0775410894005,16.6702456802033,12.6918726332799,13.0952471790288,10.1123291155316,10.4221600890938,8.32100485687153,8.54172457583239,6.64072043447832,6.73661185507357,5.64546016276579,5.65189823974304,4.92706953506971,4.87352638205334,3.77709575158737,3.58004908880495,3.0864430966131,2.78770636101528,2.57037960919536,2.26011979703178,2.09575598463911,1.780186799072,1.69938615883956,1.38015482412873,1.34301389167627,1.04203796661162,0.958463924893239,0.698688845650045,0.573333518604933,0.390948184241076,0.367119192548845,0.202786543635805
Burundi,1990-01-01,19.2189526988055,20.0112578204029,15.998502333063,16.586651844117,12.3858024475408,12.7799066446356,10.0992231256424,10.4152266841492,8.30973718528677,8.53406566023631,6.69899173000086,6.7951847973444,5.75850066819124,5.7670187393021,5.00650968433278,4.95477589669504,3.68471276387903,3.45981447586614,3.10536251953937,2.81121050492585,2.58211199383997,2.27909679352356,2.11200101614585,1.7985258039923,1.72741205916107,1.40681965831996,1.37150984669366,1.06749055915325,0.978632411930887,0.717574807400793,0.585557632459114,0.404091231359334,0.376479883487684,0.211288078576323
