Country,Year,"Population ages 00-04, female (% of female population)","Population ages 00-04, male (% of male population)","Population ages 05-09, female (% of female population)","Population ages 05-09, male (% of male population)","Population ages 10-14, female (% of female population)","Population ages 10-14, male (% of male population)","Population ages 15-19, female (% of female population)","Population ages 15-19, male (% of male population)","Population ages 20-24, female (% of female population)","Population ages 20-24, male (% of male population)","Population ages 25-29, female (% of female population)","Population ages 25-29, male (% of male population)","Population ages 30-34, female (% of female population)","Population ages 30-34, male (% of male population)","Population ages 35-39, female (% of female population)","Population ages 35-39, male (% of male population)","Population ages 40-44, female (% of female population)","Population ages 40-44, male (% of male population)","Population ages 45-49, female (% of female population)","Population ages 45-49, male (% of male population)","Population ages 50-54, female (% of female population)","Population ages 50-54, male (% of male population)","Population ages 55-59, female (% of female population)","Population ages 55-59, male (% of male population)","Population ages 60-64, female (% of female population)","Population ages 60-64, male (% of male population)","Population ages 65-69, female (% of female population)","Population ages 65-69, male (% of male population)","Population ages 70-74, female (% of female population)","Population ages 70-74, male (% of male population)","Population ages 75-79, female (% of female population)","Population ages 75-79, male (% of male population)","Population ages 80 and above, female (% of female population)","Population ages 80 and above, male (% of male population)"
Djibouti,1995-01-01,15.6902515152901,16.3075815738964,13.8745846062611,14.3426103646833,12.2084357852933,12.5612603966731,10.7487417926714,10.9886436340371,9.23558088881248,9.3042226487524,7.64908041644257,7.5828534868842,6.24332649356426,6.12603966730646,5.09780974927331,4.95585412667946,4.23256056034585,4.07645553422905,3.91838331201491,3.77159309021113,3.14776582439195,2.98976327575176,2.52319659578226,2.3456493921945,1.97149377717704,1.78582853486884,1.46411013868276,1.28150991682662,0.99710269274506,0.834612923864363,0.59097497464659,0.465611004478567,0.406600876604993,0.279910428662828
Djibouti,1994-01-01,15.9032787146292,16.5319525336651,13.9182152582048,14.3865969804432,12.2454179206675,12.5955425589492,10.7500119428653,10.9792960829772,9.17705695950573,9.23250910794633,7.56508861606077,7.49525417430711,6.17684994983997,6.05930868465907,5.04689565120464,4.90463919607732,4.29990923422347,4.14692268545071,3.90404305801048,3.76354074947695,3.11947642478383,2.96494955288263,2.50720552875046,2.33114958034784,1.95862991448908,1.77392905899364,1.45320785362824,1.27131582561211,0.989346964123632,0.827672000840112,0.584244972053695,0.459638267107187,0.401121036959187,0.275782960264312
Djibouti,1993-01-01,16.0789249319963,16.7177089960869,13.9654906418741,14.4330015856638,12.2859810807519,12.6325644567371,10.7482440826601,10.9648154069815,9.11274410295969,9.15762025166231,7.48779992692136,7.41619223123659,6.11814380252528,5.99980879730207,5.00182696601843,4.86033961555071,4.39917177540498,4.25261172995586,3.86342414031099,3.72795812001596,3.0988591612196,2.94649950715856,2.49263123705899,2.31816788256199,1.94762697413828,1.76351522863557,1.44387154398928,1.26210263628961,0.981364946611993,0.821347451564731,0.578133246721611,0.454106407598,0.395761438837238,0.271639694998731
Djibouti,1992-01-01,16.2428687726722,16.8796953592718,14.0217334159634,14.4754451297568,12.3320646745165,12.6640547215434,10.740532454353,10.9438237842171,9.03572902212373,9.08135821146411,7.40962598196263,7.34480261711729,6.06056743938556,5.94702406351423,4.96672757715904,4.82757283059855,4.50838541525609,4.3735534091056,3.81888076571977,3.68872596557922,3.08285685609458,2.93181142273427,2.47778784987024,2.30549413605389,1.93596591986261,1.75385003297257,1.43381281095815,1.25231131282569,0.97244371089873,0.813970027283189,0.570976123830447,0.449170513467034,0.389041209373312,0.267336462495313
Djibouti,1991-01-01,16.3798429646157,17.0085759006458,14.0794594620219,14.5167104299806,12.3738447122624,12.6876228590287,10.7251153905106,10.9181324306182,8.96056101673222,9.01198511353096,7.34169654468429,7.28559046830217,6.01105157454124,5.90380188115497,4.95614291515697,4.81967859196945,4.59223419098651,4.46994589797033,3.78319699265704,3.65785472715884,3.070390976707,2.92042019189639,2.46550925889348,2.29641247630934,1.92541372297745,1.74481849305741,1.4240318811221,1.24449086898081,0.964208004727811,0.806323705404276,0.564113827741443,0.445376495335562,0.383186563661905,0.262259468656229
Djibouti,1990-01-01,16.4870240934417,17.1170966847118,14.1434112128627,14.5750209789722,12.4099636240996,12.7143911387613,10.7011222498684,10.8856877177495,8.89075873176473,8.94009522098141,7.28292328711495,7.22793195311178,5.96864170254356,5.86137653460527,4.9845651927028,4.84950095343104,4.63680883208237,4.5237816930772,3.75477068040485,3.63333118164388,3.05925795916401,2.9103635250256,2.45597552455976,2.28910681044604,1.91601537630301,1.7360644669422,1.41631994273463,1.23797743517454,0.956545080994022,0.798858325206344,0.558715934158588,0.441038184346285,0.377180575200377,0.258377195813626
Djibouti,1989-01-01,16.5822509832617,17.2174410491996,14.2161346382512,14.6454641560194,12.4407375224854,12.7389002808147,10.6645781883594,10.8425794755935,8.82229641147596,8.86566696880502,7.22849782005549,7.17111531570881,5.92720052440623,5.81864354696254,5.0668465501997,4.93561360820837,4.63352541236013,4.52666387075951,3.7323927558767,3.61406431488357,3.04830177749322,2.90110799094745,2.446911491204,2.28053256233295,1.90687978292021,1.72817984511705,1.40934174822403,1.23129431818841,0.948771304003171,0.791422105318086,0.55470441171987,0.43658669985679,0.370628677703589,0.254723891284307
Djibouti,1988-01-01,16.6806972622843,17.3205521792703,14.2908305769559,14.719211411148,12.4641087758803,12.7552576070839,10.6139226046274,10.7862915857402,8.75303338732883,8.7912202660652,7.17659820147661,7.11588664035253,5.8872928085822,5.77783346908089,5.19015402094915,5.06609861537498,4.59592913760206,4.4942881607251,3.71622108376574,3.59939853392645,3.03657765986131,2.8912140007936,2.43844204815136,2.27178748198734,1.89814405065011,1.71981705406929,1.40127572075753,1.22465175532026,0.940838912982177,0.784203161873734,0.550589387929846,0.432303740367145,0.365344360215131,0.249984336821001
Djibouti,1987-01-01,16.7823957231457,17.4252921703254,14.3632780438132,14.7914151157765,12.4796450000219,12.7643790573024,10.5523392339058,10.7179615132707,8.68494629791381,8.71899519250048,7.12721271468764,7.06399454645096,5.85499778344475,5.74271189310331,5.31885476515487,5.20470858711198,4.55447239401135,4.45685057542962,3.70450026554771,3.5882481364813,3.0254881908081,2.88160362857054,2.42943234239414,2.2642921747809,1.88977794944498,1.71024901867306,1.39313789607209,1.21746917898245,0.932489432956885,0.778378282042942,0.546457681351528,0.427729336440312,0.360574285325526,0.245721592757117
Djibouti,1986-01-01,16.8892495953746,17.5345296485873,14.432963167398,14.8590905312162,12.4839787068828,12.7624906476016,10.483772885891,10.6407135137703,8.6194556970315,8.64957305559184,7.08094378280272,7.01566452501692,5.84017064431326,5.72473664833795,5.43180308544378,5.33021388786623,4.51847243402034,4.42478296497749,3.69425291657701,3.57849482797525,3.01644696835035,2.87424438559196,2.4197999794179,2.25645167036804,1.88185875066658,1.70231464437134,1.3855494952708,1.20850801040343,0.924557250979989,0.773606641093548,0.541449541112743,0.423500350343812,0.355275098466634,0.24108404688669
Djibouti,1985-01-01,17.0075690986657,17.6573870739726,14.4964209577621,14.9182847469053,12.4720522730818,12.7423976012416,10.4105437519653,10.5592155738179,8.55652311707219,8.58356035508466,7.03651341119494,6.96837291435557,5.86908455255163,5.75314623219357,5.50635215002513,5.41682702829156,4.48673984039774,4.39730441541585,3.68427177446711,3.56996420476985,3.00807915241941,2.86764317463192,2.41111818143553,2.24782977267639,1.87481894329737,1.6954311400894,1.3773927339624,1.19887608511366,0.917849157792309,0.767974965978181,0.534813644680709,0.419329927378194,0.34985725922863,0.236454788083685
Djibouti,1984-01-01,17.1359601308207,17.7917072282768,14.551731298344,14.9662448259214,12.4419872294035,12.7035005658839,10.3353579400924,10.4771628241961,8.49815708871931,8.52044437057615,6.9916420079946,6.92172334739469,5.97025385453979,5.85828367009363,5.51549602865597,5.43512384811623,4.46244094896953,4.37511377036984,3.67492083268442,3.5633539373122,3.00031147796293,2.86054984395322,2.40201422416031,2.24031995525692,1.86705082282095,1.68894587300457,1.36816695218813,1.19007104547385,0.911851736489643,0.761898731839611,0.528474277111561,0.413662469364442,0.344183149042205,0.231893692966419
Djibouti,1983-01-01,17.2679119492106,17.9282355038186,14.5973688326959,15.0036334718166,12.3947506108645,12.6477726132204,10.2617143042078,10.3963912083693,8.44341479991154,8.46009351048222,6.94983089976428,6.87809359274951,6.12644490352926,6.02333648691265,5.47593490584866,5.40221847449029,4.44703953223692,4.36153730135878,3.66464753253898,3.55559211879396,2.99229204986165,2.85385216568632,2.39356394254368,2.23191148039982,1.85875410614209,1.68236600715725,1.35900492467353,1.18245513005087,0.905913384000475,0.75631058642864,0.522403758502209,0.408045740611246,0.339009563467876,0.2281546076536
Djibouti,1982-01-01,17.4008220157255,18.0639975459844,14.6321032880629,15.0314136720481,12.332748838456,12.5771140321976,10.1900352930665,10.3176586873289,8.39020058970693,8.40471943557641,6.91621247319514,6.84028448403186,6.29132416011437,6.20207000761199,5.43105566476054,5.36191049659733,4.43704208363116,4.35417353071496,3.65495443173695,3.54724548108931,2.98399526447462,2.84796464399732,2.38619102930665,2.22196343971188,1.85093146890636,1.67492245992343,1.34945720157255,1.17616650950363,0.901034220872051,0.750406162305866,0.515714349535382,0.402753950851521,0.33617762687634,0.225235460525568
Djibouti,1981-01-01,17.5341781416734,18.1965696517928,14.6532519699447,15.0458276313573,12.262887780679,12.4965640360237,10.1208542574913,10.2431628011456,8.34187726365746,8.3544909896463,6.90155940040488,6.8213860309222,6.43829926894937,6.36621316868293,5.39327735485726,5.32759145575513,4.42870876766996,4.34778753476605,3.64770156172397,3.54236802203746,2.97648265025458,2.8421702878525,2.3787463803264,2.21497755170202,1.84403672389406,1.6664055826656,1.34069515159788,1.17074006969465,0.896023514445293,0.745419453615225,0.509440921989318,0.397241770681547,0.331978890441157,0.221083961659076
Djibouti,1980-01-01,17.6618634634439,18.3200617610619,14.6573130603907,15.0418070091334,12.1906765666475,12.4138489219831,10.0564519088451,10.1750104284051,8.29867524556274,8.30785897060746,6.93691820283544,6.85504205604567,6.54059277562354,6.48428890728992,5.36170811366222,5.29949756878078,4.42196425731795,4.34288595994247,3.64246308913652,3.54005441448397,2.96877102420765,2.83621489363027,2.37336546341941,2.21113317851562,1.83667478073663,1.65733817294343,1.33362283030177,1.16486841531824,0.88897995131558,0.740572410486929,0.503969370405255,0.39316643734552,0.325989896148059,0.216350494026236
Djibouti,1979-01-01,17.777508720721,18.4300841668943,14.6423031865809,15.0187592880134,12.1190206614004,12.3338153659561,9.99986910737776,10.1136886158111,8.25670661073189,8.26408279410098,7.05609403325981,6.97792201733984,6.56557393142536,6.52043529545045,5.339437292617,5.27992323019612,4.41729876895489,4.34095922270573,3.63783320353148,3.53694213609314,2.96177280967558,2.83121972024337,2.3685019993848,2.20746506374159,1.82758823798897,1.64868485062542,1.32823288415348,1.1602103172752,0.881889042324129,0.733378204572868,0.499355353835481,0.389513458039838,0.321014156037095,0.21291625294051
Djibouti,1978-01-01,17.881242526052,18.5283861472991,14.6105005409715,14.9782146922146,12.0494277091282,12.2555949455186,9.94889243209384,10.0571275292344,8.21885143215079,8.22404431008359,7.23940834804396,7.17283977467974,6.52973919480667,6.49209421692512,5.32785718353169,5.27052204992134,4.41176470588235,4.33857485663745,3.63233870508513,3.53458462921479,2.95719207334434,2.82592777862357,2.36354706451797,2.20245474383233,1.81901657081032,1.64169149684276,1.32324468993793,1.15596250462168,0.874451910483457,0.726056098073758,0.496483685439326,0.385683319196445,0.316041227720517,0.210240907080769
Djibouti,1977-01-01,17.9767758707091,18.6176173820795,14.5640190428464,14.921373050279,11.9828207216237,12.1802975979198,9.90079240791781,10.0055435688619,8.18873715860686,8.18813038154909,7.43469681784014,7.38530994133389,6.48607805061388,6.45327250030908,5.32330556251566,5.26958096202855,4.40600726634928,4.33475179567761,3.6273020546229,3.53432426288481,2.95312891505888,2.81844612568347,2.35803996492107,2.19668901376321,1.80954021548484,1.63754631272907,1.31976634928589,1.1497920164632,0.865228013029316,0.719467498334935,0.494080430969682,0.381269915969068,0.30968115760461,0.206587674133867
Djibouti,1976-01-01,18.0613523439188,18.6953574164238,14.5068049254699,14.8508967326707,11.9192050118816,12.1091927204853,9.85742060920285,9.95958759982039,8.16850291639663,8.16127981405013,7.62065240872759,7.59207247818699,6.45106934543098,6.42284225076819,5.32037157053359,5.269900245644,4.40311082307194,4.33574868593666,3.62238064376755,3.53190290458623,2.94836897818103,2.81257979027813,2.35126377187297,2.18966534306518,1.80125297040397,1.63278422947904,1.31648304169367,1.14501800508897,0.857204579822856,0.712279558721243,0.490386692590192,0.376830223897023,0.304169367033917,0.202062000898053
Djibouti,1975-01-01,18.1235337138949,18.7514823545356,14.4434524092209,14.7732058064735,11.8585146699847,12.0422852219539,9.81782434011189,9.91640730504315,8.18555702250126,8.17582055886581,7.77618418928032,7.76826381796444,6.42031477066573,6.3965110819615,5.3180475480372,5.27064768607482,4.40289505428227,4.33985004622526,3.61739312139662,3.52812480336113,2.9453947930815,2.810786216644,2.34510794715196,2.18105780819663,1.79706125395363,1.62829082706912,1.30980310211525,1.13941635164112,0.851039579039351,0.706689835767218,0.486783241359004,0.373190317381182,0.30109324392352,0.197969960841639
Djibouti,1974-01-01,18.1599892360716,18.7807322992508,14.3776068889142,14.6934683971721,11.8025440130823,11.9795293869368,9.77757997909314,9.87390524427561,8.3063372628572,8.30009496676163,7.84059036007411,7.84794766276247,6.3978099545638,6.37596285744434,5.31934712634161,5.27540360873694,4.40234322441756,4.34103619288804,3.61316097247953,3.52590482220112,2.94300292903052,2.8099609581091,2.33804945197114,2.17368365516514,1.79519556194951,1.62498681017199,1.30202134155808,1.13168724279835,0.845589376830644,0.701698849846998,0.483341785777125,0.369842777250185,0.295490534987942,0.194154268228342
Djibouti,1973-01-01,18.1747609686355,18.785628456067,14.3089312840676,14.6130059169576,11.7516307747297,11.9199075155042,9.74108658743633,9.83160304561012,8.52973371459208,8.53716179661384,7.80928871414529,7.82758247578261,6.38794567062818,6.36685136989812,5.31900634438388,5.27856398457832,4.40029934769011,4.34175982505396,3.61171923867393,3.52340871427188,2.9393039049236,2.80756504951679,2.33055580377089,2.16860196928193,1.79329371816638,1.62018713303758,1.29289160932893,1.1247344772405,0.843311589670271,0.695911661360957,0.476945759985703,0.367318348263353,0.289294969171656,0.190208260961178
Djibouti,1972-01-01,18.1664539096352,18.7651272522798,14.2391389033723,14.5325526245019,11.7028353620166,11.8652666063614,9.71130968434048,9.79084663716598,8.77877463936185,8.80803364056426,7.76053746621359,7.78427010243747,6.38810478433629,6.36811480820478,5.3153298932619,5.27834144194802,4.39777773782341,4.34503581644378,3.61087637917498,3.51930176270689,2.93424908754203,2.80480649341124,2.32354650988571,2.16487788181796,1.79255290458297,1.61479598073491,1.28313466021803,1.11788866342322,0.841439076574552,0.690047184803071,0.470462731560558,0.364887661051757,0.283476270099546,0.185805442143608
Djibouti,1971-01-01,18.141195202753,18.7289611903546,14.1715246924677,14.4524342803254,11.6547677136033,11.8138237258831,9.68116798068774,9.75152920219524,9.02180333341894,9.07697748438053,7.72233493412774,7.74883099532398,6.38948098307609,6.37287647189805,5.31600708800945,5.28049563178645,4.39597832507255,4.34660170013229,3.60884973933588,3.51618269218175,2.93022419682067,2.79971708122127,2.3177277279848,2.1618400199091,1.78997919823313,1.61172017237089,1.27699735483705,1.11006326378247,0.836564883535787,0.685030191101157,0.468681784329336,0.361507328382255,0.276714861706772,0.18140856877153
Djibouti,1970-01-01,18.1052039689778,18.6822643727217,14.1039970925249,14.3737712258705,11.6107000569152,11.7619484072289,9.67832628179194,9.74413511792733,9.23946211710816,9.3250400554129,7.68629440928198,7.71582696061626,6.38958794769288,6.37738146046583,5.31985654627617,5.28661484534063,4.39549889941096,4.34487535595094,3.60828630400944,3.51508112532971,2.92530394772031,2.79163489053853,2.31363701819229,2.15914417849671,1.78288566902785,1.60781377906204,1.26996317655368,1.10126148313475,0.832470462384541,0.680067447018408,0.466978900233832,0.358224828059079,0.271547201898088,0.174914466825722
Djibouti,1969-01-01,18.0615677098567,18.6233398000298,14.0391927464171,14.2986121474407,11.5647850248611,11.7057155648411,9.79964902018134,9.8671840023877,9.3419128400117,9.45082823459185,7.65574729453057,7.68989703029399,6.39295115530857,6.38337561557976,5.32100029248318,5.29174750037308,4.39455981281076,4.34338158483808,3.60631763673589,3.51440083569617,2.9175197426148,2.78391284882853,2.31134834747002,2.15639456797493,1.77610412401287,1.60050738695717,1.26206493126645,1.09237427249664,0.827727405674174,0.676018504700791,0.463585843813981,0.3551708700194,0.263966071950863,0.167139232950306
Djibouti,1968-01-01,18.0111508308842,18.5579654525744,13.975759737591,14.2225246682545,11.5168386851635,11.6461064908963,10.0621127645221,10.143459648512,9.30760939523414,9.42655704756404,7.63886196387999,7.67386470639436,6.39350491241402,6.38802946738726,5.31796927705705,5.29368476858922,4.39131817089152,4.34097976688796,3.60347087058678,3.51329751457939,2.91022728153909,2.77819539947934,2.30926108297986,2.15229036929188,1.76645290363604,1.59285312992079,1.25853953582146,1.08247545043798,0.821191231321583,0.674173306851721,0.460611512186044,0.352121034681944,0.255119844291597,0.161421777696891
Djibouti,1967-01-01,17.9552752199881,18.4879484421767,13.9092921980832,14.1450522331441,11.4720613106959,11.5888380313982,10.3559844108732,10.464970861159,9.2431756718113,9.36528184220838,7.63605761767421,7.66780887588271,6.38762020703798,6.38386566952636,5.31566347748646,5.29334767347824,4.38587174103094,4.33455891548485,3.59906203786164,3.51083431296533,2.90049267523469,2.77465129269736,2.30977261771507,2.14768681790517,1.75336824818413,1.58241831536647,1.25742485272851,1.07801205572647,0.814589069636335,0.671985859950143,0.456725466325689,0.348498870296724,0.247563177632708,0.154239930633718
Djibouti,1966-01-01,17.8967234871335,18.4126286166564,13.8446026301729,14.0682437780318,11.425567486513,11.5293289948114,10.6439269894345,10.7853311054437,9.18923111394543,9.31228563890599,7.63198262638101,7.66775129715944,6.38411554835485,6.38290387828687,5.31205294817215,5.28977222759652,4.38046157293301,4.33031395655615,3.5910649959496,3.50277020490722,2.89129423120012,2.76932547709085,2.30786466502353,2.14493008530472,1.74339440528103,1.56978278075807,1.25389958461883,1.0764224782341,0.810941243385787,0.66924632837921,0.452437994450094,0.342098320288453,0.240438477050621,0.14686483158913
Djibouti,1965-01-01,17.8318209536638,18.3306709265176,13.7852572562369,13.9943532208931,11.3942714638076,11.4867374990713,10.9200790017384,11.0910914629616,9.1361687797508,9.25867449290437,7.62712635727353,7.66773162939297,6.38385015154135,6.3879188647002,5.30713291041312,5.2845679470986,4.37786131008182,4.33074522624266,3.5823829763996,3.49115833271417,2.88611189485852,2.76394977338584,2.29905980650035,2.14076082918493,1.73385151677877,1.55843673378408,1.2478269971148,1.06898729474701,0.808220549553567,0.666840032691879,0.446887713773425,0.335277509473215,0.232090360513693,0.14209822423657
Djibouti,1964-01-01,17.7670491156868,18.2502379527235,13.7220015580069,13.9141015199537,11.5042460496831,11.5963929310869,11.054155165947,11.2490310172602,9.08933534656036,9.21490319985085,7.62846343973302,7.66845580948082,6.38109618288308,6.38694547202951,5.30299387376297,5.28107858817988,4.37396012656402,4.32730519767248,3.5747602881351,3.47950662833256,2.88231277469489,2.76025159207544,2.28796199232537,2.13029015513536,1.7253483876552,1.54840988705832,1.24159686090461,1.06367320505147,0.804008501716693,0.664305128985095,0.438550091845469,0.325774450255615,0.222160243895402,0.139337264868366
Djibouti,1963-01-01,17.7034123395714,18.1699724916751,13.6544271202936,13.8286210676539,11.7982198252266,11.9051066206126,11.0064678331745,11.2142960557612,9.0630765799558,9.189435148607,7.6235275034975,7.66510165670438,6.37456661462663,6.37965624935366,5.29591857423816,5.27725495873751,4.36730804322702,4.32066847297772,3.56237708075668,3.46749674243521,2.88011191987186,2.75600322654036,2.27387928063097,2.11690003929761,1.72137629001845,1.53777741008087,1.23375438454208,1.06206953608141,0.801889661604591,0.658751990734038,0.424768354250725,0.312312560756169,0.214918594513493,0.138575771991148
Djibouti,1962-01-01,17.6352364444539,18.0836180250529,13.5901062325205,13.7487121088878,12.1364540243941,12.2726533268261,10.9199374727507,11.1284637492544,9.05262710152171,9.17629195813676,7.60960877933623,7.65359796106502,6.36650751284042,6.37275635811507,5.28610470124097,5.2654411365978,4.35989323578515,4.31321511848598,3.54533757270919,3.45859768993005,2.87965631280639,2.75039314570793,2.25651059666734,2.1018382951033,1.71630919086762,1.52920123637547,1.22715043758441,1.05959546662328,0.797541445570455,0.649639390488585,0.409404608726167,0.300417547855322,0.211614330224694,0.135567485494279
Djibouti,1961-01-01,17.566203308224,17.9950679848872,13.5213392649131,13.6591932309224,12.4707396354519,12.6399855206896,10.8454719932549,11.0540485509378,9.04159132007234,9.1660822153345,7.5993742996927,7.64349222868261,6.35795826445823,6.36524060541617,5.2762954991735,5.25553720504061,4.3488390152986,4.30080767403452,3.53232230222212,3.45127938281939,2.87444946138741,2.73975701907197,2.24209276783634,2.08592565779055,1.70847247029588,1.52372118277867,1.22366567190672,1.05766837854347,0.788781770376862,0.636863419379652,0.393836186334439,0.291848600710391,0.208566769101055,0.133481142960567
Djibouti,1960-01-01,17.4995390005532,17.908168060908,13.4531163562604,13.5762289688881,12.8042596348884,13.0063915781558,10.7700995758805,10.9796503430774,9.028674165591,9.15382084782404,7.59266088880693,7.63817088072187,6.34911488106214,6.35280571482282,5.26922367693159,5.25190337437729,4.33454729854324,4.28141742644985,3.52088327494007,3.44252279349563,2.86395906324912,2.72816994078391,2.23123732251521,2.06903844346273,1.70108795869445,1.51682488955729,1.22049603540476,1.05390544224081,0.775631569242117,0.620359056302284,0.381477042227549,0.285506156593665,0.203992255209294,0.135116082338566
Eritrea,2022-01-01,12.9900319051911,13.6481143531399,12.6487685367874,13.2350227119264,12.6762046433467,13.2183824267587,11.8676432920327,12.3486318522563,9.66994149464621,10.0598637696985,7.6991502309027,7.99828371273642,5.79965533391135,5.93442077367699,5.04224195859506,4.9962662500636,4.46544068710299,4.18001212953018,4.00556438536155,3.58186951541014,3.45786039094309,3.0229484659995,2.86369720826899,2.44422410200907,2.26806040659024,1.86533471039715,1.7020031572957,1.3312228134184,1.25806873387727,0.972315241263506,0.899363075073118,0.701339886763547,0.68630456007382,0.461747284951819
Eritrea,2021-01-01,13.0920504646569,13.759603323926,12.9463409635034,13.5526698920396,12.8426326485223,13.3949849930565,11.7506563196386,12.2360065851364,9.66430667788879,10.0672512655109,7.35628562332922,7.6430139318192,5.77043421758413,5.8852416789858,5.06420921115176,4.98493706043095,4.48624999454884,4.15879922053487,4.00627537514882,3.57988397616808,3.43542992207022,3.00550441248936,2.83040569711612,2.41639788558885,2.23410332782403,1.83546678313847,1.6771855880057,1.31389150203826,1.28366636285536,1.01568449581149,0.887339790413808,0.695975003359763,0.672427815742077,0.454687989965506
Eritrea,2020-01-01,13.2434509294784,13.924134009842,13.2517178913144,13.8771996557767,13.0075928438071,13.5714990422084,11.5505269494633,12.0385477609804,9.61519789386664,10.0280693670363,7.07865542581789,7.34981719553833,5.76689941770628,5.86114844885667,5.08088029272813,4.96286597247925,4.51359471358306,4.14992646190818,4.00243015388201,3.57425351280544,3.40754179947902,2.98298330266157,2.79334537313681,2.38418534678671,2.19920603876595,1.80489109576034,1.64820470994893,1.29240558809658,1.31533465937621,1.06697241480388,0.870860624016911,0.685709202041844,0.654560283628919,0.445391622417399
Eritrea,2019-01-01,13.4442303594561,14.1414375659474,13.5181047127384,14.1594680147954,13.126409982649,13.7004452535278,11.331609880279,11.8202056978537,9.48272168788664,9.89709309741081,6.94362549733421,7.19722180350869,5.79075152850293,5.86398316385098,5.10186825167225,4.94161845019306,4.54410420088863,4.15552566585114,3.99141355094089,3.56440522709089,3.37496716382237,2.95699361107568,2.75138982997343,2.34720499054996,2.1585911278621,1.76988277309463,1.63309954350667,1.28880025045511,1.3250595560887,1.09400183203274,0.850020124489982,0.670286284104217,0.632033001908726,0.431426318657746
Eritrea,2018-01-01,13.694137387176,14.4114195690423,13.7329948518151,14.3875674521669,13.1733386287836,13.7550740961594,11.1659127898858,11.6569712228627,9.3068492147244,9.7182947208787,6.87410868186781,7.10884368765506,5.83256839257141,5.88160810383033,5.1234053560351,4.91836539381759,4.56921435814794,4.16669979460677,3.97504995959739,3.55175688509022,3.33962454189395,2.92915774052725,2.70723218107693,2.30753034887402,2.11738845790231,1.73419613212895,1.63407370442689,1.30912785176351,1.31611777874937,1.09498884692683,0.829197693503307,0.653871920021791,0.608786021842588,0.414526233647681
Eritrea,2017-01-01,13.9733777424465,14.7124727303364,13.8922576115402,14.556488163278,13.1402426640826,13.7259248680809,11.0987773954519,11.5949324883497,9.06265050453472,9.46313344642538,6.8733643965022,7.08820044420198,5.89139302645398,5.91178820277456,5.15353638510593,4.90372934870094,4.5852312620041,4.17856991341228,3.95518664012951,3.53825939029484,3.30007485333968,2.89756047426957,2.66004978617476,2.26546595497152,2.07668695637037,1.70032439770717,1.64097088843371,1.33986590286712,1.30175180025183,1.08758977104537,0.80925744326523,0.638249053068214,0.585190643912799,0.397445450216096
Eritrea,2016-01-01,14.2354173644798,14.9927770838241,13.9871032419911,14.6561098571012,12.9624890789803,13.5420402679462,11.1575343909643,11.6550628434429,8.81458041032584,9.19067442942883,6.95115581279323,7.14436752803725,5.9836354522649,5.97340748196986,5.21070248214574,4.92304555188117,4.59681235053135,4.19598792570939,3.92767298543786,3.52322659987819,3.25297063446147,2.86114354644732,2.60713725233001,2.22102033004308,2.03166100218069,1.66635345745266,1.65864815929581,1.3838618726251,1.27193280381515,1.06592686951966,0.788216541860591,0.62262774185005,0.562330036141841,0.382366612842945
Eritrea,2015-01-01,14.4758489571013,15.2480971607736,14.0519529242986,14.7245921792533,12.6985943475417,13.2659767664835,11.1997390319998,11.691145132568,8.67447250427229,9.02315751842649,7.07766570494689,7.25036615861462,6.08004119802245,6.03567409360163,5.27823117493999,4.96273359521249,4.60360175952837,4.21235922880825,3.89337239201594,3.50420938010517,3.20081027496613,2.82098689246397,2.5532273848871,2.17682740355999,1.9823893791215,1.62918544071878,1.68337337713474,1.43754875275037,1.23912608753872,1.04093011887919,0.766711478757712,0.607102838740037,0.540842022926723,0.369107339040686
Eritrea,2014-01-01,14.6627612915004,15.444540084218,14.056446165897,14.7291362445103,12.4150860971628,12.9664921622747,11.1619123377037,11.6351131803525,8.70496981020126,9.02451403231036,7.24368456320742,7.39558229802515,6.18700456084831,6.1056981443745,5.35200982290963,5.02243256861237,4.60503717525554,4.22755299375408,3.85628630355529,3.48504612556555,3.14624144192631,2.78003127084481,2.49736748748501,2.13279750615471,1.95509806461059,1.62080388132479,1.68510438026966,1.46506077403438,1.20510243607803,1.0150038332299,0.744720230528965,0.591377692465878,0.521167830860071,0.358817207948062
Eritrea,2013-01-01,14.8265418666705,15.6182267391161,14.0327104088024,14.7048437462446,12.2443864498082,12.7851741196032,11.0881283465912,11.5445792651399,8.76518625001344,9.06110933418133,7.38421884690252,7.51434845120541,6.26584048208838,6.14418152046438,5.40607796534422,5.07068996437307,4.59727982850158,4.23227697425629,3.81868391210467,3.46270203845687,3.09475670333951,2.73882398473114,2.44742543248026,2.09308975631822,1.95361464715083,1.6466284452152,1.67104016327721,1.46538160748258,1.17621367518304,0.992420418710393,0.724942911529899,0.576464780738163,0.502952110212115,0.349058853763198
Eritrea,2012-01-01,14.9924836014792,15.7976534816498,14.0030186655464,14.6765641503204,12.2431796287592,12.7841733563297,10.9291793945054,11.3711515758885,8.82513258491169,9.10507475126387,7.47699304108914,7.58224638348959,6.31401688019372,6.14904393294394,5.43272028858612,5.09611903221503,4.58205222648526,4.22628841551437,3.7800811050725,3.43430645191018,3.04660046021484,2.69680604970255,2.40518699594959,2.0585533083647,1.9657341812876,1.68777254447948,1.65708818928189,1.45941233013952,1.15362416917844,0.97417030423766,0.70733138646455,0.56221597503095,0.485577200994277,0.338447956519715
